Ticker,Retorno Médio Anualizado,Volatilidade Anualizada,Retorno Último Mês,Retorno Últimos 6 Meses,Retorno Últimos 12 Meses,Retorno Últimos 5 Anos,Retorno Últimos 10 Anos,Sharpe Ratio,Beta,VaR 95%,Correlação com IBOV (Últimos 5 Anos)
PRIO3,0.3026016964763981,0.7284143396517891,0.029641564842796786,-0.08644236350091383,0.020728925188662428,12.15619574375924,33.25841166012702,0.3742398819423468,1.1209919931162553,-0.05884297494363011,0.5933279502666972
PETZ3,-0.1171052834386115,0.5869390613188589,0.0020284440628888234,0.21078435039117016,0.14883717165050192,,,-0.25063127185310213,1.3002294395310778,-0.051997767118653525,0.4160530533408485
RADL3,0.3866880674498983,0.4124029532500047,-0.09064853817547036,-0.04550586629851994,-0.08375456816870708,0.4252267934427114,4.958284843043705,0.8649018263302028,0.4327564002021035,-0.030177775691389852,0.4632650758703697
RAIZ4,-0.1886866294233048,0.415169887688237,-0.028662468019451603,-0.08682633811538676,-0.1210374849657162,,,-0.5267401030479428,1.2427289005800743,-0.04432698863769695,0.5451487205151835
RDOR3,-0.1305512227150482,0.3911581108144321,-0.07868552448237653,0.21801511678310193,0.24531370520878704,,,-0.41045096158370276,1.1512732893786328,-0.03922656775884858,0.5424433398936791
RAIL3,0.1268540582384393,0.4692559342434828,-0.0844424082275611,-0.11412076565647766,-0.08149164854378055,-0.1507023858097808,,0.20639921878576528,1.018465884851438,-0.03922966537078225,0.6668903850529859
SBSP3,0.21764991097706687,0.3792065412774139,-0.07611653088589043,0.0741102116431589,0.4483892591317451,0.7221029099051521,3.3710319153545916,0.49484882392835344,0.8218649549113352,-0.0341420050737605,0.6393386433348193
SANB11,0.07644669566133883,0.33986844667536226,-0.09306744285712731,0.017761989583504834,0.09938604012531704,-0.33977659340858335,0.9530168728107411,0.1366608054254124,0.9564405511250396,-0.03174872643661707,0.7355195379599496
STBP3,0.2905744086712691,0.5939220988124553,0.07697941426919086,0.11372252067625999,0.7849332196185765,1.2846034171946297,14.46315764707211,0.43873499435748653,0.45096429499316365,-0.03104376942103499,0.5689449983915736
SMTO3,0.1559011394677486,0.4063265346166877,0.03725782393125576,-0.0827018186930345,-0.2609503184011608,0.4699049296501565,1.0853932102676787,0.30985212321050787,0.696269568000362,-0.03521281450656909,0.5564078433151808
CSNA3,0.16784149932785222,0.5338893494544253,0.09627065360438869,-0.17547290239861846,0.0934255955452521,-0.13365317264367926,0.21305184748313266,0.2581836469836131,1.342406679921249,-0.048692202250442185,0.6391019511359348
SLCE3,0.1925688267492312,0.41717585762576803,0.021652483454972504,-0.09535819468967954,-0.05953318631459137,1.3933041344046044,4.199592682669157,0.3896889615675346,0.5647258863030996,-0.037118656912525194,0.3549671862500522
SUZB3,1.0214808873346857,4.2878161322117645,0.008502193036935113,-0.1453319464826598,0.013636363636363669,0.6741742125313381,1.7861069146582076,0.2312321370047308,0.08672936347883475,-0.020486514902375925,0.2630933621654184
TAEE11,0.10378599413284638,0.27561551454154876,-0.044084872330576674,-0.052282244109801645,0.0002919217965897669,0.19539422553858632,0.5308310816022241,0.26771350029253604,0.32285149433793275,-0.025048372735267117,0.46914507703356834
VIVT3,0.05808283519744255,0.2862674747418184,-0.009071117737463719,0.08222701824463763,0.23546709031867596,0.26259826747836423,0.43736839294433594,0.09809998576600489,0.3951940122244136,-0.027114812458562364,0.45953237881721776
TIMS3,0.20993557040440278,0.5114078188355848,-0.04723559851896364,-0.0028089460226743412,0.18967827809884397,0.48535567224344023,0.5962230380101825,0.35184360460912545,0.6495963888532372,-0.03660795627461829,0.5370490454524547
TOTS3,0.20467138617997144,0.3666672531321039,-0.060107484024674585,0.005026907997516039,0.044403006266209744,0.5873339052492339,1.0620110128890259,0.47637574582380376,0.5403375600807265,-0.03487133774661418,0.6047976007721709
TRPL4,0.10084651427486693,0.3788259497892353,-0.03864546637295019,-0.03518596801526608,0.06019327408205699,-0.03170148126439454,1.9592413567337696,0.18701600118546077,0.4450841741466574,-0.0294155394539372,0.49044057491110205
UGPA3,0.12347787379501322,0.48468861804531593,-0.09176669887021494,-0.2451888557274261,0.1479674487450473,1.6254131754393661,0.6235557567378525,0.19286170608255035,0.5231459732404536,-0.026473797729143832,0.4846619430981331
USIM5,0.11597922170336458,0.5333551179412521,0.021381598038191507,-0.39355467021960033,-0.032710285927005645,-0.23616236768355559,-0.22952857135926863,0.16120445611405007,1.2515606522128395,-0.04862004005040527,0.6204373477078873
VALE3,0.15518640963329713,0.4144937003172063,0.08850170524938217,0.008718129278331821,-0.05146505333221063,0.254870423646679,0.9917117587097641,0.3020224662944062,1.073716168381696,-0.038754917929401236,0.6197882374906685
VAMO3,0.01617603720184323,0.4773185202029283,-0.26562500097012776,-0.30024819195309527,-0.35542858668736044,,,-0.02896171468955283,1.4319982035585888,-0.05187593811828219,0.5499079483576786
VBBR3,0.08648096828098005,0.40881820031904514,-0.12867923952498528,-0.0905868173434562,0.21334731053328482,-0.15390255119228502,,0.13815668734146824,1.0985998319359718,-0.03739641339410732,0.7074728755194162
VIVA3,0.1645442254987665,0.5124110356137389,-0.005028713681074604,0.11289680362385512,0.014280531110351324,,,0.26257089747806955,1.2871119364832257,-0.040003367052030836,0.6468712690140508
WEGE3,0.257462501663142,0.33547938550198814,0.009446162357439114,0.42782296605768755,0.550056889548348,3.595278379229648,9.674199776718797,0.6780222913630978,0.5531715438765346,-0.030660177230461133,0.5298373433104793
YDUQ3,0.13834851506381596,0.4964248280055037,0.015984000374991147,-0.4205127909739259,-0.5140946044908081,-0.6965990472133647,-0.626514864221011,0.2182576473846605,0.8140326768971321,-0.04556065407183034,0.5433159398956783
